,nivel satisfacción,última evaluación,número proyectos,horas mensuales promedio,años en la empresa,accidente laboral,se fue,promoción últimos 5 años,departamento,salario,región
432,0.44,0.51,2,150,3,0,1,0,support,low,Reino Unido
433,0.87,0.84,4,264,6,0,1,0,support,low,Reino Unido
434,0.1,0.84,6,309,4,0,1,0,support,low,India
435,0.41,0.47,2,135,3,0,1,0,support,low,Colombia
436,0.11,0.85,6,261,4,0,1,0,support,low,India
437,0.43,0.53,2,160,3,0,1,0,support,low,Colombia
438,0.77,0.9,4,237,5,0,1,0,support,low,India
439,0.41,0.52,2,136,3,0,1,0,technical,low,India
440,0.41,0.48,2,139,3,0,1,0,technical,low,India
441,0.36,0.78,2,151,4,0,1,0,technical,low,Colombia
442,0.77,1.0,5,229,5,0,1,0,management,low,Colombia
443,0.81,0.98,5,245,5,0,1,0,IT,low,India
444,0.39,0.54,2,127,3,0,1,0,IT,low,Reino Unido
445,0.09,0.94,6,283,5,0,1,0,IT,low,Colombia
446,0.44,0.46,2,143,3,0,1,0,IT,low,Reino Unido
447,0.1,0.84,5,298,4,0,1,0,IT,low,Reino Unido
448,0.36,0.48,2,159,3,0,1,0,product_mng,low,India
449,0.81,0.92,5,239,5,0,1,0,product_mng,low,India
450,0.81,0.9,4,226,5,0,1,0,product_mng,medium,Colombia
451,0.85,0.98,5,248,5,0,1,0,product_mng,medium,Colombia
452,0.1,0.87,6,286,4,0,1,0,IT,medium,India
453,0.37,0.54,2,145,3,0,1,0,RandD,medium,Reino Unido
454,0.09,0.97,7,254,4,1,1,0,RandD,medium,Colombia
455,0.44,0.53,2,127,3,0,1,0,RandD,medium,Colombia
456,0.86,0.93,5,223,5,0,1,0,RandD,medium,Reino Unido
457,0.77,1.0,4,255,5,0,1,0,RandD,medium,Reino Unido
458,0.41,0.48,2,136,3,0,1,0,marketing,medium,Colombia
459,0.4,0.48,2,137,3,0,1,0,sales,medium,India
460,0.43,0.49,2,135,3,0,1,0,accounting,medium,India
461,0.43,0.5,2,137,3,0,1,0,support,medium,Colombia
462,0.8,0.53,3,255,5,0,1,0,technical,high,Colombia
463,0.8,0.85,4,273,5,0,1,0,management,low,Colombia
464,0.82,0.98,5,234,5,0,1,0,marketing,medium,Colombia
465,0.37,0.54,2,152,3,0,1,0,marketing,medium,India
466,0.37,0.48,2,134,3,0,1,0,marketing,medium,India
467,0.09,0.95,6,292,4,0,1,0,sales,medium,India
468,0.9,0.92,5,245,5,0,1,0,sales,low,India
469,0.41,0.52,2,159,3,0,1,0,sales,low,Colombia
470,0.1,0.85,6,260,4,0,1,0,sales,low,Colombia
471,0.44,0.53,2,149,3,0,1,0,sales,low,Reino Unido
472,0.89,0.85,5,266,5,0,1,0,sales,low,Colombia
473,0.42,0.56,2,149,3,0,1,0,sales,low,Reino Unido
474,0.87,1.0,5,242,5,0,1,0,sales,low,Reino Unido
475,0.45,0.57,2,134,3,0,1,0,sales,low,Colombia
476,0.11,0.87,5,271,4,0,1,0,sales,low,Reino Unido
477,0.09,0.79,6,275,4,0,1,0,sales,low,Colombia
478,0.76,0.83,5,227,5,0,1,0,sales,low,India
479,0.11,0.96,7,277,5,0,1,0,sales,low,India
480,0.37,0.49,2,151,3,0,1,0,sales,low,India
481,0.1,0.79,6,274,4,0,1,0,sales,low,Reino Unido
482,0.77,0.87,4,242,6,0,1,0,sales,low,Colombia
483,0.42,0.54,2,143,3,1,1,0,sales,low,Reino Unido
484,0.38,0.52,2,145,3,0,1,0,sales,low,India
485,0.32,0.95,5,172,2,0,1,0,sales,low,India
486,0.38,0.49,2,135,3,0,1,0,accounting,low,India
487,0.19,1.0,4,192,4,0,1,0,accounting,low,Colombia
488,0.1,0.83,7,276,4,0,1,0,accounting,low,Reino Unido
489,0.76,0.88,4,206,4,0,1,0,hr,medium,Reino Unido
490,0.53,0.56,4,281,6,0,1,0,hr,medium,India
491,0.39,0.51,2,151,3,0,1,0,hr,medium,India
492,0.11,0.83,6,244,4,0,1,0,hr,medium,Colombia
493,0.1,0.94,6,309,4,0,1,0,technical,medium,Colombia
494,0.84,1.0,5,218,5,0,1,0,technical,medium,Colombia
495,0.82,0.99,4,263,6,0,1,0,technical,medium,Reino Unido
496,0.1,0.82,6,244,4,0,1,0,technical,medium,Colombia
497,0.59,0.49,7,263,4,0,1,0,technical,medium,Colombia
498,0.44,0.48,2,143,3,0,1,0,technical,medium,Reino Unido
499,0.89,0.95,2,181,5,0,1,0,technical,medium,Colombia
500,0.91,0.84,5,265,5,0,1,0,technical,medium,Reino Unido
501,0.66,0.57,5,161,5,0,1,0,technical,high,India
502,0.11,0.87,7,282,5,0,1,0,technical,low,Reino Unido
503,0.43,0.51,2,155,3,0,1,0,technical,medium,India
504,0.78,0.83,4,217,6,0,1,0,support,medium,India
505,0.11,0.97,6,289,5,0,1,0,support,medium,Reino Unido
506,0.83,0.98,4,259,5,0,1,0,support,medium,Colombia
507,0.39,0.54,2,158,3,0,1,0,support,low,Reino Unido
508,0.38,0.55,2,158,3,0,1,0,support,low,India
509,0.37,0.57,2,155,3,0,1,0,support,low,Colombia
510,0.44,0.48,2,146,3,0,1,0,support,low,India
511,0.53,0.85,2,164,5,0,1,0,support,low,India
512,0.09,0.96,6,259,4,0,1,0,support,low,Colombia
513,0.11,0.89,6,293,4,0,1,0,support,low,Colombia
514,0.83,0.96,5,275,5,0,1,0,support,low,India
515,0.88,1.0,5,219,6,1,1,0,technical,low,India
516,0.1,0.89,6,247,4,0,1,0,technical,low,Reino Unido
517,0.09,0.86,7,309,4,0,1,0,technical,low,India
518,0.44,0.54,2,151,3,0,1,0,management,low,India
519,0.39,0.51,2,129,3,0,1,0,IT,low,India
520,0.87,0.94,4,274,5,0,1,0,IT,low,India
521,0.74,0.99,4,233,5,0,1,0,IT,low,Reino Unido
522,0.1,0.95,7,289,4,0,1,0,IT,low,India
523,0.74,0.82,4,239,6,0,1,0,IT,low,Reino Unido
524,0.75,0.99,5,221,5,0,1,0,product_mng,low,Reino Unido
525,0.41,0.56,2,150,3,0,1,0,product_mng,low,Reino Unido
526,0.41,0.45,2,144,3,1,1,0,product_mng,low,Colombia
527,0.09,0.9,7,289,4,0,1,0,product_mng,low,India
528,0.09,0.8,6,301,5,0,1,0,IT,medium,Colombia
529,0.39,0.57,2,145,3,0,1,0,accounting,medium,India
530,0.4,0.56,2,137,3,0,1,0,accounting,medium,India
531,0.37,0.54,2,131,3,1,1,0,hr,medium,India
532,0.1,0.84,6,246,4,0,1,0,hr,medium,India
533,0.43,0.51,2,136,3,0,1,0,hr,medium,Reino Unido
534,0.75,0.85,5,240,6,1,1,0,marketing,medium,Reino Unido
535,0.37,0.56,2,156,3,0,1,0,sales,medium,Colombia
536,0.11,0.85,6,305,4,0,1,0,accounting,medium,Reino Unido
537,0.45,0.45,2,154,3,1,1,0,support,medium,India
538,0.87,1.0,5,261,5,1,1,0,technical,medium,Colombia
539,0.11,0.94,7,244,4,0,1,0,management,medium,Reino Unido
540,0.45,0.54,2,129,3,0,1,0,marketing,high,Reino Unido
541,0.81,0.87,4,254,5,0,1,0,marketing,low,Reino Unido
542,0.77,0.91,5,236,5,0,1,0,marketing,medium,India
543,0.89,0.92,5,237,5,0,1,0,sales,medium,Colombia
544,0.43,0.49,2,135,3,0,1,0,sales,medium,India
545,0.78,1.0,5,236,5,0,1,0,sales,medium,Reino Unido
546,0.37,0.47,2,149,3,0,1,0,sales,low,Reino Unido
547,0.37,0.5,2,141,3,0,1,0,sales,low,Colombia
548,0.85,0.82,4,270,5,0,1,0,sales,low,India
549,0.41,0.47,2,138,3,0,1,0,sales,low,Colombia
550,0.11,0.96,6,298,4,0,1,0,sales,low,India
551,0.75,0.99,5,254,5,0,1,0,sales,low,Reino Unido
552,0.82,0.85,5,248,5,0,1,0,sales,low,Reino Unido
553,0.79,1.0,5,257,6,0,1,0,sales,low,Reino Unido
554,0.43,0.53,2,150,3,0,1,0,sales,low,India
555,0.1,0.9,7,281,4,0,1,0,sales,low,Colombia
556,0.46,0.48,2,141,3,1,1,0,sales,low,Colombia
557,0.43,0.57,2,157,3,0,1,0,sales,low,Reino Unido
558,0.43,0.55,2,136,3,0,1,0,sales,low,Colombia
559,0.11,0.8,7,296,4,0,1,0,sales,low,Colombia
560,0.09,0.86,6,279,4,0,1,0,sales,low,Reino Unido
561,0.37,0.53,2,131,3,0,1,0,sales,low,Reino Unido
562,0.4,0.57,2,160,3,0,1,0,accounting,low,India
563,0.1,0.77,7,291,4,0,1,0,accounting,low,India
564,0.41,0.53,2,157,3,0,1,0,accounting,low,Reino Unido
565,0.79,0.58,3,294,4,0,1,0,hr,low,India
566,0.11,0.79,7,310,4,0,1,0,hr,low,India
567,0.1,0.97,6,282,4,0,1,0,hr,medium,Reino Unido
568,0.44,0.51,2,134,3,0,1,0,hr,medium,Reino Unido
569,0.25,0.46,4,214,4,0,1,0,technical,medium,Colombia
570,0.44,0.52,2,137,3,0,1,0,technical,medium,Reino Unido
571,0.73,1.0,4,252,5,0,1,0,technical,medium,India
572,0.75,0.97,5,243,6,0,1,0,technical,medium,Reino Unido
573,0.36,0.47,2,148,3,0,1,0,technical,medium,Colombia
574,0.37,0.49,2,151,3,0,1,0,technical,medium,India
575,0.39,0.49,2,129,3,0,1,0,technical,medium,India
576,0.48,0.78,2,198,2,0,1,0,technical,medium,Reino Unido
577,0.57,0.72,4,275,6,0,1,0,technical,medium,Reino Unido
578,0.9,0.96,5,243,5,0,1,0,technical,medium,Colombia
579,0.39,0.55,2,159,3,0,1,0,technical,high,Reino Unido
580,0.44,0.51,2,145,3,0,1,0,support,low,India
581,0.81,0.88,5,242,5,0,1,0,support,medium,India
582,0.74,0.87,5,242,5,0,1,0,support,medium,Reino Unido
583,0.44,0.56,2,145,3,0,1,0,support,medium,Reino Unido
584,0.41,0.56,2,154,3,0,1,1,support,medium,India
585,0.4,0.51,2,139,3,0,1,0,support,low,India
586,0.46,0.57,2,152,3,0,1,0,support,low,India
587,0.8,0.83,2,211,3,0,1,0,support,low,Colombia
588,0.87,0.9,5,258,5,0,1,0,support,low,Reino Unido
589,0.39,0.54,2,155,3,0,1,0,support,low,Colombia
590,0.38,0.55,2,148,3,0,1,0,support,low,Reino Unido
591,0.66,0.67,2,255,3,0,1,0,technical,low,Colombia
592,0.1,0.8,6,264,4,0,1,0,technical,low,Colombia
593,0.37,0.54,2,132,3,0,1,0,technical,low,India
594,0.1,0.77,6,255,4,0,1,0,management,low,India
595,0.09,0.87,5,263,4,0,1,0,IT,low,Reino Unido
596,0.86,0.84,5,222,5,0,1,0,IT,low,India
597,0.11,0.9,6,263,4,0,1,0,IT,low,Colombia
598,0.37,0.46,2,157,3,0,1,0,IT,low,Reino Unido
599,0.11,0.92,7,307,4,0,1,0,IT,low,India
600,0.77,0.98,5,259,6,0,1,0,product_mng,low,Reino Unido
601,0.84,0.94,5,222,6,0,1,0,product_mng,low,Reino Unido
602,0.1,0.84,7,250,4,0,1,0,product_mng,low,India
603,0.83,0.9,5,245,5,0,1,0,product_mng,low,India
604,0.11,0.79,6,292,4,0,1,0,IT,low,Colombia
605,0.86,0.92,5,252,5,0,1,0,RandD,low,India
606,0.38,0.56,2,161,3,0,1,0,RandD,medium,India
607,0.11,0.88,5,250,4,0,1,0,RandD,medium,Reino Unido
608,0.45,0.49,2,134,3,0,1,0,RandD,medium,Reino Unido
609,0.1,0.85,7,279,4,0,1,0,RandD,medium,Reino Unido
610,0.09,0.95,7,256,4,0,1,0,marketing,medium,India
611,0.39,0.53,2,127,3,0,1,0,sales,medium,Colombia
612,0.37,0.47,2,138,3,1,1,0,accounting,medium,Reino Unido
613,0.81,0.97,5,243,5,0,1,0,support,medium,India
614,0.09,0.9,7,296,4,0,1,0,technical,medium,Reino Unido
615,0.1,0.88,7,267,4,0,1,0,management,medium,Reino Unido
616,0.39,0.49,2,144,3,0,1,0,marketing,medium,Reino Unido
617,0.83,0.95,4,251,5,0,1,0,marketing,medium,Colombia
618,0.45,0.57,2,148,3,0,1,0,marketing,high,Colombia
619,0.43,0.51,2,141,3,0,1,0,sales,low,Colombia
620,0.8,0.75,3,268,2,0,1,0,sales,medium,Reino Unido
621,0.1,0.86,6,247,4,0,1,0,sales,medium,Colombia
622,0.1,0.55,2,247,4,0,1,0,sales,medium,India
623,0.36,0.52,2,146,3,0,1,0,sales,medium,Reino Unido
624,0.38,0.5,2,140,3,0,1,0,sales,low,Reino Unido
625,0.78,0.98,5,263,6,0,1,0,sales,low,Reino Unido
626,0.44,0.49,2,145,3,0,1,0,sales,low,Reino Unido
627,0.41,0.46,2,156,3,1,1,0,sales,low,Colombia
628,0.72,0.85,5,244,6,0,1,0,sales,low,Reino Unido
629,0.46,0.54,2,144,3,0,1,0,sales,low,Reino Unido
630,0.1,0.9,7,286,4,0,1,0,sales,low,India
631,0.34,0.67,4,141,2,0,1,0,sales,low,India
632,0.11,0.89,6,260,5,0,1,0,sales,low,Reino Unido
633,0.38,0.56,2,154,3,0,1,0,sales,low,Reino Unido
634,0.82,0.92,5,225,5,0,1,0,sales,low,Colombia
635,0.39,0.57,2,127,3,0,1,0,sales,low,India
636,0.44,0.53,2,140,3,0,1,0,sales,low,Colombia
637,0.43,0.52,2,147,3,0,1,0,sales,low,Colombia
638,0.84,0.83,4,227,5,0,1,0,accounting,low,Colombia
639,0.43,0.48,2,153,3,0,1,0,accounting,low,India
640,0.37,0.52,2,128,3,0,1,0,accounting,low,Colombia
641,0.74,0.97,4,228,5,0,1,0,hr,low,India
642,0.73,0.97,5,235,5,0,1,0,hr,low,India
643,0.37,0.47,2,148,3,0,1,0,hr,low,Reino Unido
644,0.58,0.62,4,238,3,0,1,0,hr,low,India
645,0.4,0.54,2,141,3,0,1,0,technical,medium,India
646,0.51,0.83,5,249,4,0,1,0,technical,medium,Colombia
647,0.46,0.5,2,151,3,0,1,0,technical,medium,Reino Unido
648,0.45,0.54,2,129,3,0,1,0,technical,medium,Colombia
649,0.46,0.5,2,156,3,0,1,0,technical,medium,India
650,0.39,0.45,2,134,3,0,1,0,technical,medium,Reino Unido
651,0.09,0.88,6,269,4,0,1,0,technical,medium,India
652,0.09,0.77,6,290,4,0,1,0,technical,medium,India
653,0.37,0.51,2,132,3,0,1,0,technical,medium,Reino Unido
654,0.1,0.89,7,308,4,0,1,0,technical,medium,India
655,0.77,1.0,4,232,5,0,1,0,technical,medium,Colombia
656,0.79,0.86,5,235,5,0,1,0,support,medium,Colombia
657,0.43,0.55,2,130,3,0,1,0,support,high,Colombia
658,0.38,0.53,2,146,3,0,1,0,support,low,Colombia
659,0.77,0.91,5,221,6,0,1,0,support,medium,Colombia
660,0.44,0.5,2,130,3,0,1,0,support,medium,Colombia
661,0.39,0.46,2,136,3,0,1,0,support,medium,India
662,0.78,0.89,5,274,6,0,1,0,support,medium,Colombia
663,0.1,0.79,6,256,5,0,1,0,support,low,Colombia
664,0.1,0.77,5,276,4,0,1,0,support,low,India
665,0.75,0.85,5,267,5,0,1,0,support,low,India
666,0.46,0.62,6,213,3,0,1,0,support,low,Colombia
667,0.91,0.97,4,274,6,0,1,0,technical,low,Reino Unido
668,0.1,0.92,6,258,4,0,1,0,technical,low,India
669,0.72,0.6,3,153,5,0,1,0,technical,low,Reino Unido
670,0.11,0.95,6,245,4,0,1,0,management,low,India
671,0.11,0.94,6,264,4,0,1,0,IT,low,India
672,0.46,0.57,2,154,3,0,1,0,IT,low,Reino Unido
673,0.37,0.46,2,149,3,0,1,0,IT,low,Reino Unido
674,0.46,0.5,2,157,3,0,1,0,IT,low,Colombia
675,0.43,0.57,2,127,3,0,1,0,IT,low,Reino Unido
676,0.11,0.82,6,270,4,0,1,0,product_mng,low,India
677,0.73,0.89,5,236,6,0,1,0,product_mng,low,Colombia
678,0.43,0.47,2,158,3,0,1,0,product_mng,low,Colombia
679,0.86,1.0,5,229,5,0,1,0,product_mng,low,India
680,0.1,0.83,6,269,4,0,1,0,IT,low,Colombia
681,0.4,0.49,2,128,3,0,1,0,sales,low,India
682,0.11,0.87,7,278,4,0,1,0,sales,low,India
683,0.86,0.98,3,158,5,0,1,0,sales,low,Colombia
684,0.42,1.0,3,202,3,0,1,0,sales,medium,India
685,0.79,0.84,4,240,5,0,1,0,sales,medium,Reino Unido
686,0.1,0.96,7,255,4,0,1,0,marketing,medium,Reino Unido
687,0.09,0.92,7,254,4,0,1,0,sales,medium,India
688,0.09,0.82,6,257,4,0,1,0,accounting,medium,India
689,0.87,1.0,4,228,5,0,1,0,support,medium,Reino Unido
690,0.36,0.49,2,145,3,0,1,0,technical,medium,Colombia
691,0.42,0.75,3,218,4,0,1,0,management,medium,Reino Unido
692,0.84,0.86,5,268,5,0,1,0,marketing,medium,Colombia
693,0.1,0.83,6,278,4,0,1,0,marketing,medium,Colombia
694,0.78,0.71,3,249,5,0,1,0,marketing,medium,Reino Unido
695,0.35,0.99,3,236,4,0,1,0,sales,medium,Colombia
696,0.1,0.81,7,291,4,0,1,0,sales,high,Reino Unido
697,0.11,0.8,6,306,4,0,1,0,sales,low,Reino Unido
698,0.43,0.48,2,135,3,0,1,0,sales,medium,Reino Unido
699,0.38,0.45,2,156,3,0,1,0,sales,medium,Colombia
700,0.46,0.54,2,143,3,0,1,0,sales,medium,India
701,0.89,0.82,4,243,5,0,1,0,sales,medium,Reino Unido
702,0.45,0.5,2,147,3,0,1,0,sales,low,Colombia
703,0.44,0.53,2,159,3,0,1,0,sales,low,Colombia
704,0.74,0.54,5,216,3,0,1,0,sales,low,Reino Unido
705,0.45,0.54,2,152,3,0,1,0,sales,low,Reino Unido
706,0.79,0.93,4,226,5,0,1,0,sales,low,Reino Unido
707,0.79,0.91,5,271,5,0,1,0,sales,low,Reino Unido
708,0.11,0.87,6,255,4,0,1,0,sales,low,Colombia
709,0.42,0.48,2,140,3,0,1,0,sales,low,India
710,0.64,0.9,6,252,2,0,1,0,sales,low,India
711,0.4,0.55,2,159,3,0,1,0,sales,low,Colombia
712,0.84,0.98,5,270,5,0,1,0,sales,low,Reino Unido
713,0.73,0.92,5,232,5,0,1,0,sales,low,Colombia
714,0.4,0.51,2,144,3,0,1,0,accounting,low,Reino Unido
715,0.36,0.45,2,127,3,0,1,0,accounting,low,India
716,0.43,0.47,2,131,3,0,1,0,accounting,low,India
717,0.11,0.78,6,243,4,0,1,0,hr,low,Reino Unido
718,0.91,1.0,5,244,6,0,1,0,hr,low,Colombia
719,0.8,1.0,5,260,5,0,1,0,hr,low,Colombia
720,0.42,0.49,2,139,3,0,1,0,hr,low,Colombia
721,0.31,0.87,4,184,3,0,1,0,technical,low,India
722,0.44,0.47,2,130,3,0,1,0,technical,low,Colombia
723,0.38,0.54,2,135,3,0,1,0,technical,medium,Reino Unido
724,0.45,0.56,2,146,3,0,1,0,technical,medium,Colombia
725,0.43,0.46,2,149,3,0,1,0,technical,medium,Colombia
726,0.45,0.46,2,153,3,1,1,0,technical,medium,Colombia
727,0.43,0.57,2,160,3,0,1,0,technical,medium,Reino Unido
728,0.43,0.49,2,160,3,0,1,0,technical,medium,India
729,0.09,0.83,6,282,4,0,1,0,technical,medium,Reino Unido
730,0.43,0.47,2,128,3,0,1,0,technical,medium,India
731,0.79,0.94,4,232,5,0,1,0,technical,medium,Reino Unido
732,0.85,0.58,3,226,2,0,1,0,support,medium,Reino Unido
733,0.38,0.45,2,129,3,0,1,0,support,medium,India
734,0.11,0.92,7,255,4,0,1,0,support,medium,India
735,0.83,0.99,5,258,5,0,1,0,support,high,Colombia
736,0.81,0.91,4,229,5,0,1,0,support,low,India
737,0.42,0.56,2,143,3,0,1,0,support,medium,India
738,0.11,0.87,6,257,4,0,1,0,support,medium,Reino Unido
739,0.11,0.85,7,275,4,0,1,0,support,medium,Reino Unido
740,0.1,0.89,7,291,4,0,1,0,support,medium,Reino Unido
741,0.5,0.54,5,153,4,0,1,0,support,low,Reino Unido
742,0.44,0.49,2,154,3,0,1,0,support,low,Reino Unido
743,0.11,0.9,6,301,4,0,1,0,technical,low,Reino Unido
744,0.39,0.52,2,134,3,0,1,0,technical,low,India
745,0.11,0.78,6,245,4,0,1,0,technical,low,Reino Unido
746,0.36,0.5,2,132,3,0,1,0,management,low,Reino Unido
747,0.43,0.51,2,130,3,0,1,0,IT,low,Colombia
748,0.4,0.5,2,127,3,0,1,0,IT,low,Reino Unido
749,0.86,0.84,4,246,6,0,1,0,IT,low,India
750,0.38,0.49,2,145,3,0,1,0,IT,low,Colombia
751,0.46,0.45,2,138,3,0,1,1,IT,low,Colombia
752,0.37,0.57,2,129,3,0,1,0,product_mng,low,Reino Unido
753,0.43,0.52,2,150,3,0,1,0,product_mng,low,Colombia
754,0.66,0.93,5,253,5,0,1,0,product_mng,low,India
755,0.37,0.48,2,160,3,0,1,0,product_mng,low,India
756,0.77,0.92,5,235,5,0,1,0,IT,low,India
757,0.38,0.55,2,151,3,0,1,0,sales,low,Reino Unido
758,0.39,0.54,2,127,3,0,1,0,sales,low,Reino Unido
759,0.41,0.55,2,151,3,0,1,0,sales,low,India
760,0.1,0.9,7,290,4,0,1,0,sales,low,Reino Unido
761,0.09,0.93,6,249,4,0,1,0,sales,low,India
762,0.41,0.47,2,131,3,0,1,0,marketing,medium,India
763,0.39,0.46,2,159,3,0,1,0,sales,medium,Colombia
764,0.83,0.99,4,223,5,0,1,0,accounting,medium,India
765,0.09,0.87,3,214,2,0,1,0,support,medium,Colombia
766,0.75,0.81,5,227,5,0,1,0,technical,medium,Colombia
767,0.44,0.54,2,127,3,0,1,0,management,medium,India
768,0.1,0.84,6,293,5,0,1,0,marketing,medium,Colombia
769,0.42,0.46,2,141,3,0,1,0,marketing,medium,Colombia
770,0.1,0.83,6,300,4,0,1,0,marketing,medium,Reino Unido
771,0.1,0.86,6,309,4,0,1,0,sales,medium,India
772,0.31,0.77,4,149,3,0,1,0,sales,medium,Reino Unido
773,0.42,0.54,2,159,3,0,1,0,sales,medium,India
774,0.38,0.5,2,152,3,0,1,0,sales,high,India
775,0.39,0.57,2,158,3,0,1,0,sales,low,Reino Unido
776,0.1,0.97,6,254,5,0,1,0,sales,medium,Reino Unido
777,0.11,0.93,6,294,4,0,1,0,sales,medium,Reino Unido
778,0.1,0.92,7,269,4,0,1,0,sales,medium,India
779,0.11,0.9,7,247,4,0,1,0,sales,medium,India
780,0.44,0.65,3,271,4,0,1,0,sales,low,India
781,0.91,0.96,4,232,5,0,1,0,sales,low,India
782,0.72,1.0,4,245,5,0,1,0,sales,low,Reino Unido
783,0.36,0.46,2,132,3,0,1,0,sales,low,Reino Unido
784,0.44,0.57,2,131,3,0,1,0,sales,low,Colombia
785,0.85,0.99,5,248,5,0,1,0,sales,low,India
786,0.78,0.93,5,225,5,0,1,0,sales,low,India
787,0.39,0.46,2,156,3,0,1,0,sales,low,India
788,0.78,0.81,3,222,2,0,1,0,sales,low,Colombia
789,0.1,0.92,6,243,4,1,1,0,sales,low,Colombia
790,0.23,0.99,4,204,4,1,1,0,accounting,low,India
791,0.11,0.87,6,301,4,0,1,0,accounting,low,Reino Unido
792,0.9,0.83,5,259,5,0,1,0,accounting,low,Reino Unido
793,0.91,0.89,4,247,5,0,1,0,hr,low,Reino Unido
794,0.11,0.79,7,295,4,0,1,0,hr,low,Colombia
795,0.43,0.54,2,150,3,0,1,0,hr,low,Reino Unido
796,0.45,0.49,2,151,3,0,1,0,hr,low,Reino Unido
797,0.11,0.91,5,291,4,0,1,0,technical,low,Reino Unido
798,0.11,0.93,6,253,4,1,1,0,technical,low,Colombia
799,0.43,0.5,2,161,3,0,1,0,technical,low,Colombia
800,0.91,0.97,4,251,6,0,1,0,technical,low,Reino Unido
801,0.43,0.55,2,153,3,0,1,0,technical,medium,India
802,0.85,0.82,5,264,6,0,1,0,technical,medium,India
803,0.1,0.77,6,310,4,0,1,0,technical,medium,India
804,0.81,0.95,5,266,5,0,1,0,technical,medium,Reino Unido
805,0.36,0.62,4,237,2,0,1,0,technical,medium,Colombia
806,0.45,0.54,2,138,3,0,1,0,technical,medium,Reino Unido
807,0.86,1.0,5,227,5,0,1,0,technical,medium,Colombia
808,0.71,1.0,4,300,5,0,1,0,support,medium,India
809,0.11,0.97,7,310,4,0,1,0,support,medium,Reino Unido
810,0.84,0.93,5,236,5,0,1,0,support,medium,Reino Unido
811,0.09,0.97,7,288,4,0,1,0,support,medium,India
812,0.38,0.49,2,127,3,0,1,0,support,medium,Colombia
813,0.15,0.55,6,139,4,0,1,0,support,high,Reino Unido
814,0.1,0.92,7,253,4,1,1,0,support,low,Reino Unido
815,0.8,0.97,4,218,5,1,1,0,support,medium,Reino Unido
816,0.84,0.97,5,251,5,0,1,0,support,medium,Reino Unido
817,0.11,0.87,6,264,4,0,1,0,support,medium,Reino Unido
818,0.89,0.79,3,149,2,0,1,0,support,medium,Colombia
819,0.45,0.51,2,138,3,0,1,0,technical,low,Colombia
820,0.11,0.93,7,284,4,0,1,0,technical,low,India
821,0.74,0.93,5,244,5,0,1,0,technical,low,Reino Unido
822,0.41,0.5,2,128,3,0,1,0,management,low,India
823,0.44,0.53,2,154,3,0,1,0,IT,low,Reino Unido
824,0.37,0.56,2,138,3,0,1,0,IT,low,India
825,0.11,0.86,6,308,4,0,1,0,IT,low,Reino Unido
826,0.1,0.93,6,269,4,0,1,0,IT,low,Reino Unido
827,0.7,0.74,6,136,3,0,1,0,IT,low,Colombia
828,0.59,1.0,2,160,5,0,1,0,product_mng,low,Colombia
829,0.38,0.53,2,138,3,0,1,0,product_mng,low,Colombia
830,0.72,0.95,4,220,5,0,1,0,product_mng,low,Colombia
831,0.73,1.0,5,274,5,0,1,0,product_mng,low,Colombia
832,0.39,0.48,2,161,3,0,1,0,IT,low,Colombia
833,0.89,0.82,5,224,6,0,1,0,RandD,low,Reino Unido
834,0.89,1.0,4,260,5,0,1,0,RandD,low,India
835,0.11,0.78,6,300,4,1,1,0,RandD,low,India
836,0.43,0.56,2,133,3,0,1,0,RandD,low,Colombia
837,0.09,0.93,6,308,4,0,1,0,RandD,low,India
838,0.81,0.9,5,238,6,0,1,0,marketing,low,Reino Unido
839,0.37,0.53,2,126,3,0,1,0,sales,low,Reino Unido
840,0.36,0.56,2,138,3,0,1,0,accounting,medium,Colombia
841,0.11,0.85,6,299,4,0,1,0,support,medium,India
842,0.1,0.85,6,254,4,0,1,0,technical,medium,Reino Unido
843,0.66,0.47,7,156,2,0,1,0,management,medium,India
844,0.39,0.47,2,152,3,0,1,0,marketing,medium,Colombia
845,0.44,0.51,2,146,3,0,1,0,marketing,medium,India
846,0.1,0.84,6,253,4,0,1,0,marketing,medium,India
847,0.79,0.94,5,227,6,0,1,0,sales,medium,Reino Unido
848,0.1,0.81,6,301,4,1,1,0,sales,medium,Reino Unido
849,0.54,0.94,6,294,3,0,1,0,sales,medium,Reino Unido
850,0.37,0.47,2,151,3,0,1,0,sales,medium,Reino Unido
851,0.37,0.57,2,128,3,0,1,0,sales,medium,India
852,0.82,0.89,5,217,5,0,1,0,sales,high,Reino Unido
853,0.45,0.52,2,160,3,0,1,0,sales,low,India
854,0.79,0.9,5,263,5,0,1,0,sales,medium,Colombia
855,0.42,0.56,2,156,3,0,1,0,sales,medium,Colombia
856,0.1,0.85,6,273,4,0,1,0,sales,medium,India
857,0.11,0.78,6,303,4,0,1,0,sales,medium,Reino Unido
858,0.74,1.0,4,253,5,0,1,0,sales,low,India
859,0.1,0.93,6,270,4,0,1,0,sales,low,Colombia
860,0.79,1.0,4,218,5,0,1,0,sales,low,India
861,0.43,0.48,2,144,3,0,1,0,sales,low,Reino Unido
862,0.41,0.47,2,154,3,0,1,0,sales,low,Reino Unido
863,0.39,0.55,2,146,3,0,1,0,sales,low,Colombia
864,0.1,0.94,6,260,4,0,1,0,sales,low,Reino Unido
